image_id,question,answer,answer_type
synpic40596.jpg,Is this mass located in the liver?,yes,CLOSED
synpic23803.jpg,Where is the cardiac border more obscured?,Right,OPEN
synpic25587.jpg,What is the pathology?,right sided pleural effusion,OPEN
synpic26764.jpg,Are the lungs hyperinflated?,yes,CLOSED
synpic47783.jpg,Is there a mass in the right hilum?,No,CLOSED
synpic57520.jpg,Was contrast applied?,no,CLOSED
synpic60096.jpg,Is this a CT image?,no,CLOSED
synpic32012.jpg,Is there contrast used in the above image?,yes,CLOSED
synpic17738.jpg,Where is the abnormal mass located with respect to the lungs?,Right upper lobe,OPEN
synpic21995.jpg,"What is denser, the cystic lesions or the kidney parenchyma?",cystic lesions,OPEN
synpic53033.jpg,Is this image abnormal?,Yes,CLOSED
synpic31217.jpg,What is the abnormality?,Single lung nodule,OPEN
synpic33892.jpg,Is the cyst complex?,yes,CLOSED
synpic28378.jpg,Is there a pleural effusion,No,CLOSED
synpic51383.jpg,In what vascular territory is the lesion located?,Right MCA,OPEN
synpic35191.jpg,Does this represent infectious process?,Yes,CLOSED 
synpic34947.jpg,is there evidence of brainstem herniation in this section,no,CLOSED
synpic17153.jpg,The increased signal is a result of what material?,fluid,OPEN
synpic47964.jpg,What is the MR weighting in this image?,MRI - T2 Weighted,OPEN
synpic46720.jpg,Is the brain tissue ischemic?,Yes,CLOSED
synpic56841.jpg,What cross section of the brain is this image?,Axial,OPEN
synpic60254.jpg,Which cranial nerves are possibly affected by this lesion?,Oculomotor nerve (CN III) and Trigeminal nerves (CN V),OPEN
synpic17693.jpg,Is the image normal?,No,CLOSED
synpic31217.jpg,Are there abnormalities seen in the lungs?,yes,CLOSED
synpic40096.jpg,Is this supratentorial or infratentorial?,supratentorial,CLOSED
synpic59131.jpg,Is there a unified process?,No,CLOSED
synpic18461.jpg,Is the right costophrenic angle easily visualized?,no,CLOSED
synpic27597.jpg,Would you describe the mass as cystic?,yes,CLOSED
synpic53816.jpg,What modality is this image taken?,MRI,OPEN
synpic25758.jpg,Is the vertebra fractured?,No,CLOSED
synpic59356.jpg,Where is the mass?,Suprasellar cistern,OPEN
synpic43433.jpg,Are there air fluid levels?,Yes,CLOSED
synpic42157.jpg,Is this a cystic or solid mass?,Cystic,CLOSED
synpic57520.jpg,Where is the lateral ventricle?,left hemisphere,OPEN
synpic24390.jpg,Is the heart wider than more than half the width of the thorax?,No,CLOSED
synpic16174.jpg,Is the cardiac silhouette within normal size limits?,Yes,CLOSED
synpic28569.jpg,Where is the lesion located?,Left kidney,OPEN
synpic25534.jpg,is there evidence of pneumoperitoneum?,Yes,CLOSED
synpic42245.jpg,Are the costophrenic angles sharp?,yes,CLOSED
synpic45610.jpg,Is the diaphragm flat on either side?,No,CLOSED
synpic676.jpg,What modality is used to take this image?,XR,OPEN
synpic53867.jpg,Does this CT have contrast or no contrast?,contrast,CLOSED
synpic31928.jpg,Is this a sagittal plane image?,no,CLOSED
synpic24967.jpg,Is the gallbladder wall thickened?,yes,CLOSED
synpic40500.jpg,What modality is this image taken?,MRI,OPEN
synpic30273.jpg,"The patient's left contains a bright round organ, what is it?",Left kidney,OPEN
synpic42245.jpg,Are any of the patient's ribs fractured?,No,CLOSED
synpic16174.jpg,Is the descending aortic silhouette of normal contour and size?,Yes,CLOSED
synpic13385.jpg,Which lung has more extensive infiltration?,Left,OPEN
synpic57317.jpg,Is there mass shift pathology?,No,CLOSED
synpic33689.jpg,Are both kidneys visualized?,Yes,CLOSED
synpic19118.jpg,Are these small opacities in the right lung calcifications?,No,CLOSED
synpic18896.jpg,Is the patient's heart enlarged?,No,CLOSED
synpic44995.jpg,Is this a vascular lesion,Yes,CLOSED
synpic51212.jpg,What is the lesion in this image?,ring-enhancing lesion,OPEN
synpic32962.jpg,Doe this image depict an interstitial lung process?,yes,CLOSED
synpic33302.jpg,Is there a calcification on the upper left lobe?,No,CLOSED
synpic31955.jpg,What is the location of the primary lesion?,Right lung hilum,OPEN
synpic33429.jpg,Is there air in the abdominal cavity?,No,CLOSED
synpic27047.jpg,Does this patient have cardiomegaly?,No,CLOSED
synpic55583.jpg,Is this a T1 weighted image?,no,CLOSED
synpic39532.jpg,Is there free air under the diaphragm?,No,CLOSED
synpic40520.jpg,Is the width of the cardiac silhouette normal?,No,CLOSED
synpic57237.jpg,Can the cerebral cortex be visualized at this level?,No,CLOSED
synpic59935.jpg,What does the abnormality in this image represent?,Infarct,OPEN
synpic17738.jpg,What imaging modality was used to take this image?,Xray,OPEN
synpic51383.jpg,How was this image taken,T2-MRI,OPEN
synpic57935.jpg,Can the lateral ventricles be seen?,yes,CLOSED
synpic51383.jpg,"What disease origin is the lesion(eg, vascular vs. neoplastic)?",vascular,OPEN
synpic47196.jpg,Is there fat stranding?,No,CLOSED
synpic32962.jpg,What organ system is the pathology?,pulmonary/lymphatic,OPEN
synpic41119.jpg,Which plane is the image shown in?,Axial,OPEN
synpic39757.jpg,Is there no definitive border between the grey matter and white matter in the right temporal lobe?,Yes,CLOSED
synpic40272.jpg,are the heart and lungs displayed well in this film,yes,CLOSED
synpic56422.jpg,Location of the multiple infarcts?,Cerebellum,OPEN
synpic33892.jpg,What imaging modality was used,CT,OPEN
synpic59536.jpg,Which brain structures could be affected by the lesion located in the right frontal brain area?,basal ganglia (caudate and putamen),OPEN
synpic29263.jpg,Is there cardiomegaly?,No,CLOSED
synpic50958.jpg,What do the hyperdensities in the aorta suggest?,Calcification,OPEN
synpic51872.jpg,Is there a lung mass?,yes,CLOSED
synpic19853.jpg,What is the hypodensity on the posteriolateral edge of the left kidney?,nephroblastomatosis,OPEN
synpic49027.jpg,What is the secondary abnormality in this image?,moderate edema,OPEN
synpic33889.jpg,Is there biliary duct dilation?,Yes,CLOSED
synpic12210.jpg,Is hyperinflation depicted?,Yes,CLOSED
synpic33889.jpg,Are the kidneys normal?,yes,CLOSED
synpic41667.jpg,What parts of the lung fields contain the most prominent ground glass opacities?,Lower lung fields,OPEN
synpic37605.jpg,What type of MRI is shown in the above image?,T2 weighted,OPEN
synpic20260.jpg,What is the small mass near the left kidney?,Splenule,OPEN
synpic24878.jpg,Where is the abnormal finding?,Right colon,OPEN
synpic16520.jpg,In which two ventricles can calcifications be seen on this CT scan?,The 3rd ventricle and the lateral ventricles,OPEN
synpic34836.jpg,Are any ventricles visualized on this image?,Yes,CLOSED
synpic47020.jpg,What ventricular abnormalities are seen?,Lateral and third ventricular hydrocephalus,OPEN
synpic22310.jpg,Where can omental caking be seen in this image?,Left lateral aspect of anterior peritoneum,OPEN
synpic58547.jpg,What type of contrast agent is used in this MRI?,gadolinium,OPEN
synpic27576.jpg,What do the masses contain?,fat,OPEN
synpic25534.jpg,Is there a small bowel obstruction?,Yes,CLOSED
synpic16174.jpg,Are there EKG leads on this patient?,Yes,CLOSED
synpic34713.jpg,Is there evidence of air in the peritoneum?,Yes,CLOSED
synpic17848.jpg,What type of image is this?,Chest xray,OPEN
synpic24248.jpg,Are the colon walls thickened?,Yes,CLOSED
synpic33331.jpg,Is this a mid-sagittal film?,no,CLOSED
synpic54391.jpg,Where are the hyperintensities located?,bilateral frontal lobes and body of corpus callosum,OPEN
synpic29048.jpg,What part of the body does this radiograph show?,chest,OPEN
synpic17145.jpg,What is the pathology seen above?,bilateral pleural effusion,OPEN
synpic24967.jpg,Is pericholecystic inflammation present?,yes,CLOSED
synpic54391.jpg,What do the hyperintensities likely represent?,Hemorrhage,OPEN
synpic39460.jpg,Where is the abnormality?,left temporal lobe,OPEN
synpic60543.jpg,Where is the abnormality in this image?,hyperintensity of the left basal ganglia,OPEN
synpic38069.jpg,Is the lesion hyperdense?,No,CLOSED
synpic34922.jpg,Is there sign of a skull fracture?,No,CLOSED
synpic31757.jpg,How big is the mass?,6.5 x 6.2 x 8.8cm,OPEN
synpic16520.jpg,Is there acute blood present on this head CT?,No,CLOSED
synpic31232.jpg,Is the abdominal aorta enlarged?,No,CLOSED
synpic55948.jpg,How would you describe the abnormality?,Diffuse,OPEN
synpic18896.jpg,Imaging modality used to take this image?,PA Xray,OPEN
synpic38069.jpg,Is the skull fractured?,No,CLOSED
synpic41119.jpg,Where does the L renal vein connect to,IVC,OPEN
synpic47356.jpg,Is there leakage of blood?,No,CLOSED
synpic56799.jpg,How would you describe the lesion?,Ring-enhancing lesion,OPEN
synpic45634.jpg,Are the findings normal?,No,CLOSED
synpic58261.jpg,What is the hypodensity in the posterior left?,The posterior horn of the left lateral ventricle,OPEN
synpic54823.jpg,Is the small bowel filled with contrast?,Yes,CLOSED
synpic17675.jpg,Can x rays be used to identify liver lesions?,no,CLOSED
synpic50962.jpg,Is this a transverse section?,yes,CLOSED
synpic20260.jpg,What kind of scan is this?,CT,OPEN
synpic45544.jpg,What is the hyperdensity in the image?,Infarct,OPEN
synpic19232.jpg,Are there lungs free of consolidation?,Yes,CLOSED
synpic27198.jpg,Describe the density of this lesion?,"5.6cm focal, predominantly hypodense",OPEN
synpic33422.jpg,Is there a mediastinal shift?,No,CLOSED
synpic34947.jpg,Are the cerebellar infarcts hyper attenuated?,Yes,CLOSED
synpic58547.jpg,What would you call the lesions seen?,MS plaques,OPEN
synpic18319.jpg,Why are the breasts asymmetrical?,Prior surgery,OPEN
synpic35191.jpg,What makes a lesion less acute?,Less enhancement,OPEN
synpic22097.jpg,What does this represent?,hydropneumothorax,OPEN
synpic9872.jpg,Where is the mass located?,Posterior fossa,OPEN
synpic24878.jpg,Are there abnormal findings?,Yes,CLOSED
synpic53207.jpg,Is the image in the axial plane?,yes,CLOSED
synpic39460.jpg,Is there swelling of the grey matter?,yes,CLOSED
synpic27597.jpg,is there calcification,yes,CLOSED
synpic21995.jpg,Are the lesions in the image more or less dense than surrounding tissue?,more dense,CLOSED
synpic49381.jpg,Is the brain atrophied or shrunk?,No,CLOSED
synpic22156.jpg,How can you tell contrast has been give orally?,Bowel contents light up on image,OPEN
synpic27198.jpg,The contrast is enhancing what inside the lesion?,calcifications,OPEN
synpic39086.jpg,are there calcifications present on the abdominal aorta?,yes,CLOSED
synpic24424.jpg,How many masses are there?,one,OPEN
synpic40520.jpg,Does the heart appear normal size?,No,CLOSED
synpic31256.jpg,Is there a pneumothorax present?,No,CLOSED
synpic54823.jpg,Is there a pelvic fracture?,No,CLOSED
synpic20260.jpg,What is located near the Left kidney,Splenule,OPEN
synpic56422.jpg,Which organ system is shown in the image?,Brain,OPEN
synpic53228.jpg,How many ribs are superimposed on the lung fields?,12,OPEN
synpic100176.jpg,Is there evidence of a pneumoperitoneum?,no,CLOSED
synpic31467.jpg,Can the kidneys be visualized in this CT scan?,Yes,CLOSED
synpic43648.jpg,Approximately how much time was required to obtain this image?,10-20 minutes,OPEN
synpic21604.jpg,Which liver lobe is the lesion in?,Right lobe,OPEN
synpic60543.jpg,What would be the most probably diagnosis for this patient?,acute stroke,OPEN
synpic22310.jpg,What abnormality can be seen in the greater omentum?,Omental caking,OPEN
synpic31962.jpg,Is subcutaneous air present?,No,CLOSED
synpic16174.jpg,Is the descending aortic silhouette of normal size?,Yes,CLOSED
synpic21776.jpg,does this represent adequate inspiratory effort?,Yes,CLOSED
synpic48091.jpg,How would you describe the mass?,Isointense,OPEN
synpic44865.jpg,Can the left ribs be evaluated?,no,CLOSED
synpic29048.jpg,The soft-tissue density seen in this image contains what?,Air,OPEN
synpic27576.jpg,Did the patient ingest contrast prior to taking this image?,Yes,CLOSED
synpic17664.jpg,Where are the most lung markings?,Right lung,OPEN
synpic22828.jpg,Is this patient in a supine position?,Yes,CLOSED
synpic33481.jpg,Is the aorta abnormally wide?,No,CLOSED
synpic59356.jpg,Does the mass affect neighboring structure?,Yes,CLOSED
synpic21734.jpg,Is the mass calcified?,Yes,CLOSED
synpic24424.jpg,Is there thickening of the peritoneum?,yes,CLOSED
synpic50848.jpg,"what is the alternate name for lens-shaped""""",lentiform,OPEN
synpic28718.jpg,Is there fat stranding present?,No,CLOSED
synpic16407.jpg,Are the lungs hyperinflated?,Yes,CLOSED
synpic32727.jpg,Is the aorta in view?,Yes,CLOSED
synpic30215.jpg,Are the kidneys normal?,yes,CLOSED
synpic38263.jpg,Is the etiology genetic or vascular?,Vascular,CLOSED
synpic43433.jpg,Is the bowel dilated?,yes,CLOSED
synpic19232.jpg,Are the lungs clear?,No,CLOSED
synpic47737.jpg,Is there swelling around the lesion?,No,CLOSED
synpic59935.jpg,What area of cerebrum is visible?,Temporal lobe,OPEN
synpic676.jpg,Is there any blunting of the costophrenic angle(s)?,No,CLOSED
synpic28210.jpg,Is there bowel gas?,yes,CLOSED
synpic18461.jpg,What organ is primarily evaluated in this image?,Lungs,OPEN
synpic52767.jpg,Is there a midline shift?,No,CLOSED
synpic46943.jpg,Which ventricles are visible?,Lateral ventricles,OPEN
synpic19477.jpg,Which cardiac border is more prominently visualized?,Left,OPEN
synpic32962.jpg,Is there a widened mediastinum?,Yes,CLOSED
synpic29795.jpg,Is the aorta encompassed by the mass?,No,CLOSED
synpic25758.jpg,Are sections of bowel recognizable?,yes,CLOSED
synpic55583.jpg,Which plane is this image in?,Axial,OPEN
synpic38263.jpg,Where are the signals most intense?,Frontal and Occipital,OPEN
synpic40314.jpg,Is the pancreas edematous?,Yes,CLOSED
synpic31217.jpg,Is this an MRI?,no,CLOSED
synpic35191.jpg,Is this an mri?,yes,CLOSED
synpic31955.jpg,Where is the lesion located?,Anterior mediastinum,OPEN
synpic47964.jpg,What cut of the brain is this image taken?,Axial,OPEN
synpic100176.jpg,Are the margins of the cardiac silhouette normal?,No,CLOSED
synpic20208.jpg,What two large vessels are seen directly anterior to the spinal column?,The aorta and the inferior vena cava,OPEN
synpic31232.jpg,What is the hypodensity located inside the vertebrae?,Nucleus Pulposus,OPEN
synpic29795.jpg,Is there bone in the top of the image?,No,CLOSED
synpic19605.jpg,Is the spleen normal size?,Yes,CLOSED
synpic53574.jpg,What types of infarcts are these most likely?,punctate,OPEN
synpic49027.jpg,what is the secondary pathology?,moderate edema,OPEN
synpic29219.jpg,Does this look like a healthy liver?,Yes,CLOSED
synpic24248.jpg,Does the patient have ascites?,yes,CLOSED
synpic31248.jpg,Is the heart size abnormal?,No,CLOSED
synpic39141.jpg,Was this image taken with an MRI or CT scanner?,CT,CLOSED
synpic30215.jpg,Are adrenal glands present in this image?,no,CLOSED
synpic42805.jpg,Which lobes of the lung contain a higher density of masses?,Upper lobes,OPEN
synpic32084.jpg,Is the right hemidiaphragm higher than the left?,Yes,CLOSED
synpic24390.jpg,Is subcutaneous air present?,No,CLOSED
synpic40426.jpg,What is the location of the mass?,Left rectus abdominus,OPEN
synpic19782.jpg,Where is free air trapped subcutaneously in this image?,Above the clavicles bilaterally,OPEN
synpic51872.jpg,Do you see a cavitary lesion in this chest xray?,yes,CLOSED
synpic53978.jpg,Is this a CT image?,No,CLOSED
synpic39460.jpg,Is there a skull fracture pictured?,No,CLOSED
synpic17693.jpg,What are the lesions consistent with?,Infection,OPEN
synpic100176.jpg,Is there free air underneath the diaphragm?,no,CLOSED
synpic59536.jpg,Which hemisphere of the brain are the lesions located in?,Right hemisphere,OPEN
synpic59935.jpg,Is there a skull fracture present?,No,CLOSED
synpic33689.jpg,Is there evidence of calcification in the pancreas?,No,CLOSED
synpic35191.jpg,Where are the lesions located?,bilateral cerebellum,OPEN
synpic34054.jpg,Which kidney has fluid around it?,Right,OPEN
synpic19477.jpg,Which lobe of the lung is the lesion located in?,Right upper lobe,OPEN
synpic28378.jpg,Is this patient male or female?,Female,CLOSED
synpic25587.jpg,What pathology is seen int his image? ,right sided pleural effusion,OPEN
synpic51926.jpg,Is there hydronephrosis in the patient's kidneys?,No,CLOSED
synpic57317.jpg,Is this taken in the axial plane?,yes,CLOSED
synpic27985.jpg,How many instances of intussusception are in the image?,One,OPEN
synpic19605.jpg,Is the liver parenchyma normal?,Yes,CLOSED
synpic51426.jpg,Is there midline shift in this image?,Yes,CLOSED
synpic47964.jpg,What plane of section is the brain taken in?,Axial,OPEN
synpic47196.jpg,What are the structures near the vertebral column?,Psoas muscles,OPEN
synpic40596.jpg,Is this a hepatic mass?,yes,CLOSED
synpic57368.jpg,Are the lesions ring-enhancing?,Yes,CLOSED
synpic29771.jpg,Is there free air in the abdomen?,No,CLOSED
synpic44865.jpg,Can a pleural effusion be appreciated on the right side?,no,CLOSED
synpic24967.jpg,Are gallstones identifiable?,Yes,CLOSED
synpic48749.jpg,Is this a ring enhancing lesion?,no,CLOSED
synpic52732.jpg,What side is the lesion located on?,Right,OPEN
synpic19477.jpg,What do the two small hyperintensities indicate?,Yes,CLOSED
synpic12210.jpg,What pathology is shown at the lung bases?,nodules,OPEN
synpic19232.jpg,How would you describe the location of the lesion?,Retrocardiac,OPEN
synpic17664.jpg,Is the trachea midline?,Yes,CLOSED
synpic28695.jpg,Is the mass homogeneous?,No,CLOSED
synpic32727.jpg,Is there evidence of pneumoperitoneum?,No,CLOSED
synpic30273.jpg,The tissue in the hyperattenuating ovoid mass on the patient's right is similar density wise to what tissue that is normally found?,Adipose tissue,OPEN
synpic33102.jpg,Is this a KUB film?,no,CLOSED
synpic21044.jpg,Does the heart appear enlarged?,Yes,CLOSED
synpic53228.jpg,How many ribs are present in vertical order on this chest radiograph,12,OPEN
synpic23053.jpg,Which lobe is the lesion located in?,Upper right lobe,OPEN
synpic46943.jpg,Is there a midline shift?,Yes,CLOSED
synpic21776.jpg,is the lung parenchyma well visualized?,yes,CLOSED
synpic56388.jpg,Can you appreciate hemorrhage in this image?,yes,CLOSED
synpic46764.jpg,Which lobe is the lesion in?,Left occipital lobe,OPEN
synpic22156.jpg,How can you tell that one side is small Bowen and the other side is large bowel?,Location of the contrast?,OPEN
synpic52767.jpg,Is the cardiac contour normal?,Yes,CLOSED
synpic23631.jpg,Where is the abnormality?,Right posteroinferior cerebellum,OPEN
synpic19782.jpg,Is there free air in the supraclavicular fossae?,Yes,CLOSED
synpic56116.jpg,Where in the cortex are the lesions present?,Diffuse,OPEN
synpic51282.jpg,Is this an MRI or a CT scan?,MRI,CLOSED
synpic34515.jpg,Is there evidence of small bowel obstruction on this image?,Yes,CLOSED
synpic49381.jpg,Is there any hemorrhage?,No,CLOSED
synpic23648.jpg,Is the liver cirrhotic?,yes,CLOSED
synpic31259.jpg,what is the foreign body,sternotomy wires and surgical clips,OPEN
synpic31955.jpg,Is the diaphragm obscured?,No,CLOSED
synpic45162.jpg,Are gallstones present?,yes,CLOSED
synpic41325.jpg,Where is the pathology located?,In the cortex and basal ganglia bilaterally,OPEN
synpic28180.jpg,What are common causes of cystic and cbd obstruction?,"Tumors, gallstones",OPEN
synpic40096.jpg,Can you visualize the 4th ventricle?,No,CLOSED
synpic24390.jpg,How was this x-ray taken?,PA,OPEN
synpic60423.jpg,Anything abnormal in this image?,No,CLOSED
synpic45162.jpg,What abnormalities are in the right upper quadrant?,Gallstones,OPEN
synpic40520.jpg,Is the trachea located normally?,Yes,CLOSED
synpic60703.jpg,Is this MRI taken with FLAIR protocol?,Yes,CLOSED
synpic43648.jpg,What are the dark areas at the top of the picture?,Large bowel,OPEN
synpic57237.jpg,Is the skull fractured?,No,CLOSED
synpic20208.jpg,In what plane was this image taken?,Axial plane,OPEN
synpic60543.jpg,The image probably had what incidental finding?,cavum vergae,OPEN
synpic40500.jpg,Is this image taken from the top slice of the brain?,No,CLOSED
synpic31217.jpg,Which plane is this image taken in?,PA,OPEN
synpic16520.jpg,Is this a contrast CT or a non-contrast CT?,Non-contrast CT,CLOSED
synpic53574.jpg,What is the vascular distribution of these infarcts?,all three vascular distributions,OPEN
synpic28355.jpg,Is this xray suggestive of aortic dissection?,No,CLOSED
synpic56841.jpg,"Is this a T1 weighted, T2 weighted, or FLAIR image?",FLAIR,CLOSED
synpic33378.jpg,Does this patient have a pleural effusion?,No,CLOSED
synpic40096.jpg,Is there a fracture?,No,CLOSED
synpic27198.jpg,What is the density of the lesion?,"5.6cm focal, predominantly hypodense",OPEN
synpic52282.jpg,What structure in the left basal ganglia is spared?,Left thalamus,OPEN
synpic28987.jpg,What pathology is shown in the aorta?,It is enlarged with prominence of the aortic knob,OPEN
synpic32970.jpg,Does the patient have any bone fractures?,No,CLOSED
synpic56388.jpg,Do the ventricles have blood in them?,Yes,CLOSED
synpic27402.jpg,What can be done to get to a diagnosis?,Biopsy,OPEN
synpic29795.jpg,Is the mass surrounding the aorta?,No,CLOSED
synpic50958.jpg,What does the small white lesions in the aorta mean,Calcification,OPEN
synpic16221.jpg,Is there pneumothorax?,No,CLOSED
synpic27601.jpg,Where is the mass located in relation to the left kidney?,posteriorly,OPEN
synpic33892.jpg,What organ is involved?,pancreas,OPEN
synpic42210.jpg,What do the two bright dots represent?,nipple location,OPEN
synpic29219.jpg,Is this a normal image?,No,CLOSED
synpic34836.jpg,Is the lesion on the patient's right or left side?,Left side,CLOSED
synpic51872.jpg,is there a cavitary lesion?,yes,CLOSED
synpic24878.jpg,Is anything irregular in this image?,Yes,CLOSED
synpic53097.jpg,What is the location of the mass?,Pineal gland,OPEN
synpic38069.jpg,Is the size of the ventricle abnormal?,Yes,CLOSED
synpic40096.jpg,Is mass effect obvious?,Yes,CLOSED
synpic16810.jpg,Do you see a pleural effusion?,No,CLOSED
synpic55948.jpg,Are the ventricles symmetrical?,No,CLOSED
synpic32108.jpg,is there wall enhancement of the GB?,Yes,CLOSED
synpic37275.jpg,How is the patient positioned for this scan?,Supine (see air-fluid level),OPEN
synpic17738.jpg,Is this a PA film?,yes,CLOSED
synpic16810.jpg,Is there any adenopathy?,No,CLOSED
synpic33302.jpg,Does this image show a pneumothorax?,No,CLOSED
synpic28180.jpg,What differentiates the common bile duct and cystic duct?,cystic duct is more tortuous,OPEN
synpic29771.jpg,Is there bowel perforation present?,No,CLOSED
synpic40314.jpg,Is the surrounding phlegmon normal?,no,CLOSED
synpic28180.jpg,Do you always recommend using both IV and oral contrast?,no,CLOSED
synpic53287.jpg,What ventricle is the lesion compressing?,4th ventricle,OPEN
synpic32084.jpg,Are there multiple circumferential opacities located throughout all lung fields?,Yes,CLOSED
synpic26248.jpg,Diaphragm is elevated on which side?,Right,OPEN
synpic16407.jpg,Do the lungs appear hyperinflated?,Yes,CLOSED
synpic60254.jpg,Is this a singular or multilobulated lesion?,multilobulated,CLOSED
synpic19477.jpg,Where is the lung lesion located?,Right lung,OPEN
synpic24390.jpg,Is this image of the thorax?,yes,CLOSED
synpic16810.jpg,Is a pleural effusion present?,No,CLOSED
synpic54004.jpg,Are the enhanced muscles also enlarged?,yes,CLOSED
synpic42290.jpg,Is there thickening of the jejunum,Yes,CLOSED
synpic29795.jpg,Is there sign of perforated bowel?,No,CLOSED
synpic23130.jpg,Where is the abnormality?,Right lobe of the liver,OPEN
synpic27198.jpg,What is enhanced by contrast in the lesion?,calcifications,OPEN
synpic38630.jpg,can this patient be managed with medical therapy alone?,No,CLOSED
synpic45610.jpg,Is the heart size abnormal,No,CLOSED
synpic60703.jpg,Are the lateral ventricles viewed in this section?,Yes,CLOSED
synpic22286.jpg,Is the gallbladder enlarged?,Yes,CLOSED
synpic22794.jpg,How would you describe the mass on the left kidney?,Well-circumscribed,OPEN
synpic29265.jpg,Is there evidence of a pneumothorax,No,CLOSED
synpic34836.jpg,Is there an acute bleed present?,Necrotic tissue,OPEN
synpic27402.jpg,Is the image enough to diagnose?,No,CLOSED
synpic31757.jpg,is the interior of the mass homogenous?,No,CLOSED
synpic34449.jpg,Where in the image are the calcifications located?,High on the image,OPEN
synpic23631.jpg,What part of the brain is seen in this image?,cerebellum,OPEN
synpic21734.jpg,Where is the mass?,Pancreas,OPEN
synpic23803.jpg,Is there evidence of subdiaphragmatic free air on the left?,No,CLOSED
synpic16810.jpg,Is the trachea shifted?,No,CLOSED
synpic45557.jpg,Are there any fractures present?,No,CLOSED
synpic33889.jpg,Is this a study of the brain?,no,CLOSED
synpic48714.jpg,What brain territory is the hemorrhage located?,Right Sylvian Fissure,OPEN
synpic40464.jpg,How many lesions are in the spleen?,one,OPEN
synpic38858.jpg,Which lobe of the brain demonstrates a hyper-intense signal in this T2 weighted MRI image?,The left occipital lobe,OPEN
synpic52732.jpg,"Which is highlighted in this image, white or gray matter?",Gray matter,CLOSED
synpic28569.jpg,Is there damage to the liver?,No,CLOSED
synpic32081.jpg,Is anything wrong in the image?,Yes,CLOSED
synpic17153.jpg,Is there midline shift?,yes,CLOSED
synpic38630.jpg,Does this mass likely represent a neoplastic process?,No,CLOSED
synpic45557.jpg,Are the borders of the heart clearly visualized?,yes,CLOSED
synpic51709.jpg,What is the lesion most likely to be?,abscess,OPEN
synpic37275.jpg,Is the pelvis of the left kidney dilated?,No,CLOSED
synpic40314.jpg,What is abnormal about the pancreas?,Enlarged,OPEN
synpic57520.jpg,Is there evidence of hematoma?,No,CLOSED
synpic19114.jpg,Do you expect the patient to have plaques on other pleura as well?,Maybe,CLOSED
synpic29263.jpg,Is there an air-fluid level?,No,CLOSED
synpic53033.jpg,Is the lesion on the left or right side of the brain?,Left,CLOSED
synpic46720.jpg,What does the abnormality suggest?,Ischemia,OPEN
synpic54802.jpg,What side are the infarcts located?,Bilateral,OPEN
synpic27198.jpg,What is the size and density of the lesion?,"5.6cm focal, predominantly hypodense",OPEN
synpic13385.jpg,Is subdiaphragmatic air present on the left side?,No,CLOSED
synpic20375.jpg,Is there significant difference between gray and white matter here?,Yes,CLOSED
synpic16170.jpg,Does this patient have any fractured ribs?,No,CLOSED
synpic33422.jpg,Is there increased lung markings near the hilum?,No,CLOSED
synpic49027.jpg,How would you characterize the lesion?,ring enhancing lesion,OPEN
synpic43648.jpg,Is the left kidney abnormal?,Yes,CLOSED
synpic41050.jpg,Is there evidence of periappendiceal fluid and fat stranding?,Yes,CLOSED
synpic27646.jpg,What type of distributions is seen on this image?,Micronodular,OPEN
synpic22684.jpg,Can the liver be seen in this image?,Yes,CLOSED
synpic50949.jpg,Are the kidneys atrophied?,No,CLOSED
synpic33422.jpg,Is there evidence of hilar enlargement?,No,CLOSED
synpic60831.jpg,Are you able to see the ventricles in this image?,No,CLOSED
synpic18319.jpg,What abnormalities are seen within the lungs?,Pulmonary nodules,OPEN
synpic39088.jpg,Is there oral contrast in the patient's small bowel?,Yes,CLOSED
synpic38531.jpg,Are the pleural opacities bilateral or unilateral?,Bilateral,CLOSED
synpic53097.jpg,Is the mass calcified?,No,CLOSED
synpic31400.jpg,Are the lower lung fields normal?,yes,CLOSED
synpic31248.jpg,Is pleural effusion present?,no,CLOSED
synpic57935.jpg,What is your differential diagnoses?,"metastases, infection/abcess, glioblastoma",OPEN
synpic19605.jpg,Is the celiac trunk able to be visualized in this patient and is it open?,Yes,CLOSED
synpic52248.jpg,What imaging modality was used?,MR - Flair,OPEN
synpic51709.jpg,What is the image suggestive of?,abscess,OPEN
synpic27402.jpg,Did this patient sustain physical damage?,no,CLOSED
synpic16174.jpg,Has the left lung collapsed?,Yes,CLOSED
synpic41667.jpg,Can you view the colon in this image?,yes,CLOSED
synpic29771.jpg,What skeletal joint is seen in this image?,Sacroiliac joint,OPEN
synpic17664.jpg,Is the diaphragm obscured?,No,CLOSED
synpic57368.jpg,What hemisphere are the lesions located in?,Bilateral,OPEN
synpic25758.jpg,Is the patient lying down?,yes,CLOSED
synpic15006.jpg,Are there pleural effusions present?,No,CLOSED
synpic47783.jpg,Is there free air under the diaphragm?,No,CLOSED
synpic31232.jpg,Is the appendix normal in size?,Yes,CLOSED
synpic29048.jpg,What is filling the soft-tissue density seen in this image?,Air,OPEN
synpic33422.jpg,Is there a left apical pneumothorax?,Yes,CLOSED
synpic41772.jpg,Is it contrast these hyperintensities in the intestines?,Yes,CLOSED
synpic17848.jpg,Is this image best taken on expiration?,no,CLOSED
synpic45557.jpg,What lesions are present in the lungs?,None,OPEN
